arm,stt,stratum,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,ndcg@5,n_retrieved@12,recall@12,precision@12,f1@12,ndcg@12,n_retrieved@20,recall@20,precision@20,f1@20,ndcg@20,n_retrieved@all,recall@all,precision@all,f1@all,ndcg@all,r_precision,mrr,elapsed_s
dense_vanilla,1,no_l41,2,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.906
dense_vanilla,100,l41_only,3,5,0.0,0.0,0.0,0.0,11,0.3333333333333333,0.09090909090909091,0.14285714285714288,0.14126697285982898,11,0.3333333333333333,0.09090909090909091,0.14285714285714288,0.14126697285982898,11,0.3333333333333333,0.09090909090909091,0.14285714285714288,0.14126697285982898,0.0,0.1111111111111111,0.287
dense_vanilla,103,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.304
dense_vanilla,106,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.241
dense_vanilla,108,no_l41,4,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.228
dense_vanilla,109,mixed_l41_other,2,5,0.5,0.2,0.28571428571428575,0.38685280723454163,9,1.0,0.2222222222222222,0.3636363636363636,0.6052602440527057,9,1.0,0.2222222222222222,0.3636363636363636,0.6052602440527057,9,1.0,0.2222222222222222,0.3636363636363636,0.6052602440527057,0.5,0.5,0.22
dense_vanilla,110,mixed_l41_other,3,5,0.3333333333333333,0.2,0.25,0.20210734650054757,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.20210734650054757,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.20210734650054757,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.20210734650054757,0.0,0.25,0.22
dense_vanilla,112,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.142
dense_vanilla,115,l41_only,1,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.204
dense_vanilla,124,no_l41,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.237
dense_vanilla,127,l41_only,2,5,0.0,0.0,0.0,0.0,9,0.5,0.1111111111111111,0.1818181818181818,0.19342640361727081,9,0.5,0.1111111111111111,0.1818181818181818,0.19342640361727081,9,0.5,0.1111111111111111,0.1818181818181818,0.19342640361727081,0.0,0.125,0.106
dense_vanilla,128,no_l41,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.24
dense_vanilla,129,l41_only,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.301
dense_vanilla,131,l41_only,2,5,0.5,0.2,0.28571428571428575,0.6131471927654584,10,0.5,0.1,0.16666666666666669,0.6131471927654584,10,0.5,0.1,0.16666666666666669,0.6131471927654584,10,0.5,0.1,0.16666666666666669,0.6131471927654584,0.5,1.0,0.157
dense_vanilla,132,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.204
dense_vanilla,133,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.095
dense_vanilla,138,l41_only,1,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.142
dense_vanilla,143,no_l41,4,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.122
dense_vanilla,147,l41_only,1,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.222
dense_vanilla,151,l41_only,1,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.21
dense_vanilla,153,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.217
dense_vanilla,164,l41_only,1,5,0.0,0.0,0.0,0.0,9,1.0,0.1111111111111111,0.19999999999999998,0.3333333333333333,9,1.0,0.1111111111111111,0.19999999999999998,0.3333333333333333,9,1.0,0.1111111111111111,0.19999999999999998,0.3333333333333333,0.0,0.14285714285714285,0.22
dense_vanilla,167,l41_only,1,5,1.0,0.2,0.33333333333333337,1.0,9,1.0,0.1111111111111111,0.19999999999999998,1.0,9,1.0,0.1111111111111111,0.19999999999999998,1.0,9,1.0,0.1111111111111111,0.19999999999999998,1.0,1.0,1.0,0.112
dense_vanilla,174,mixed_l41_other,6,5,0.16666666666666666,0.2,0.1818181818181818,0.16958010263680806,7,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.15130120674940672,7,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.15130120674940672,7,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.15130120674940672,0.16666666666666666,0.3333333333333333,0.286
dense_vanilla,181,l41_only,2,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.213
dense_vanilla,183,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.221
dense_vanilla,185,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.142
dense_vanilla,186,mixed_l41_other,2,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.252
dense_vanilla,196,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.237
dense_vanilla,199,mixed_l41_other,2,5,0.5,0.2,0.28571428571428575,0.3065735963827292,8,0.5,0.125,0.2,0.3065735963827292,8,0.5,0.125,0.2,0.3065735963827292,8,0.5,0.125,0.2,0.3065735963827292,0.0,0.3333333333333333,0.238
dense_vanilla,20,no_l41,2,5,0.5,0.2,0.28571428571428575,0.2640681225725909,8,0.5,0.125,0.2,0.2640681225725909,8,0.5,0.125,0.2,0.2640681225725909,8,0.5,0.125,0.2,0.2640681225725909,0.0,0.25,0.163
dense_vanilla,201,no_l41,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.112
dense_vanilla,30,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.321
dense_vanilla,38,l41_only,1,5,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.339
dense_vanilla,4,no_l41,2,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.962
dense_vanilla,44,l41_only,3,5,0.0,0.0,0.0,0.0,10,0.3333333333333333,0.1,0.15384615384615383,0.13565197343244778,10,0.3333333333333333,0.1,0.15384615384615383,0.13565197343244778,10,0.3333333333333333,0.1,0.15384615384615383,0.13565197343244778,0.0,0.1,0.317
dense_vanilla,47,mixed_l41_other,3,5,0.3333333333333333,0.2,0.25,0.18154179253735267,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.18154179253735267,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.18154179253735267,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.18154179253735267,0.0,0.2,0.55
dense_vanilla,48,no_l41,1,5,1.0,0.2,0.33333333333333337,0.6309297535714575,10,1.0,0.1,0.18181818181818182,0.6309297535714575,10,1.0,0.1,0.18181818181818182,0.6309297535714575,10,1.0,0.1,0.18181818181818182,0.6309297535714575,0.0,0.5,0.384
dense_vanilla,58,l41_only,3,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.319
dense_vanilla,59,l41_only,1,5,1.0,0.2,0.33333333333333337,0.5,8,1.0,0.125,0.2222222222222222,0.5,8,1.0,0.125,0.2222222222222222,0.5,8,1.0,0.125,0.2222222222222222,0.5,0.0,0.3333333333333333,0.436
dense_vanilla,6,no_l41,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.174
dense_vanilla,61,no_l41,2,5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.334
dense_vanilla,74,l41_only,2,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.303
dense_vanilla,75,no_l41,2,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.382
dense_vanilla,81,l41_only,4,5,0.25,0.2,0.22222222222222224,0.24630238874073,9,0.5,0.2222222222222222,0.30769230769230765,0.3638184934971571,9,0.5,0.2222222222222222,0.30769230769230765,0.3638184934971571,9,0.5,0.2222222222222222,0.30769230769230765,0.3638184934971571,0.25,0.5,0.447
dense_vanilla,82,l41_only,2,5,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.255
dense_vanilla,87,l41_only,1,5,1.0,0.2,0.33333333333333337,0.43067655807339306,7,1.0,0.14285714285714285,0.25,0.43067655807339306,7,1.0,0.14285714285714285,0.25,0.43067655807339306,7,1.0,0.14285714285714285,0.25,0.43067655807339306,0.0,0.25,0.414
dense_vanilla,90,l41_only,3,5,0.3333333333333333,0.2,0.25,0.18154179253735267,7,0.3333333333333333,0.14285714285714285,0.2,0.18154179253735267,7,0.3333333333333333,0.14285714285714285,0.2,0.18154179253735267,7,0.3333333333333333,0.14285714285714285,0.2,0.18154179253735267,0.0,0.2,0.222
dense_vanilla,91,l41_only,2,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.271
dense_vanilla,98,no_l41,2,5,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.239
dense_hyde,1,no_l41,2,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.163
