arm,stt,stratum,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,ndcg@5,n_retrieved@12,recall@12,precision@12,f1@12,ndcg@12,n_retrieved@20,recall@20,precision@20,f1@20,ndcg@20,n_retrieved@all,recall@all,precision@all,f1@all,ndcg@all,r_precision,mrr,elapsed_s
cypher_walk,110,mixed_l41_other,3,5,0.0,0.0,0.0,0.0,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3235866969737877,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3235866969737877,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3235866969737877,0.0,0.16666666666666666,7.609
cypher_walk,112,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,7.193
cypher_walk,115,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,5.212
cypher_walk,124,no_l41,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,3.354
cypher_walk,127,l41_only,2,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,11.37
cypher_walk,128,no_l41,1,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,31.736
cypher_walk,129,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,2.952
cypher_walk,131,l41_only,2,5,0.5,0.2,0.28571428571428575,0.6131471927654584,8,0.5,0.125,0.2,0.6131471927654584,8,0.5,0.125,0.2,0.6131471927654584,8,0.5,0.125,0.2,0.6131471927654584,0.5,1.0,8.01
cypher_walk,132,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,2.552
cypher_walk,133,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,3.169
cypher_walk,138,l41_only,1,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.968
cypher_walk,143,no_l41,4,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.728
cypher_walk,147,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,4.878
cypher_walk,151,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,2.994
cypher_walk,153,l41_only,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.424
cypher_walk,164,l41_only,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.821
cypher_walk,167,l41_only,1,5,1.0,0.2,0.33333333333333337,1.0,8,1.0,0.125,0.2222222222222222,1.0,8,1.0,0.125,0.2222222222222222,1.0,8,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,5.001
cypher_walk,174,mixed_l41_other,6,5,0.16666666666666666,0.2,0.1818181818181818,0.13120507751234178,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.11706259313796354,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.11706259313796354,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.11706259313796354,0.16666666666666666,0.2,5.109
cypher_walk,181,l41_only,2,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
cypher_walk,183,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,6.764
cypher_walk,185,l41_only,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.215
cypher_walk,186,mixed_l41_other,2,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.195
cypher_walk,196,l41_only,1,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,7.302
cypher_walk,199,mixed_l41_other,2,5,0.5,0.2,0.28571428571428575,0.2640681225725909,7,0.5,0.14285714285714285,0.22222222222222224,0.2640681225725909,7,0.5,0.14285714285714285,0.22222222222222224,0.2640681225725909,7,0.5,0.14285714285714285,0.22222222222222224,0.2640681225725909,0.0,0.25,2.815
cypher_walk,20,no_l41,2,5,0.5,0.2,0.28571428571428575,0.23719771276929622,6,0.5,0.16666666666666666,0.25,0.23719771276929622,6,0.5,0.16666666666666666,0.25,0.23719771276929622,6,0.5,0.16666666666666666,0.25,0.23719771276929622,0.0,0.2,3.417
cypher_walk,201,no_l41,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.092
cypher_walk,30,l41_only,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,5.725
cypher_walk,38,l41_only,1,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,3.375
cypher_walk,4,no_l41,2,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,5.201
cypher_walk,44,l41_only,3,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,6.027
cypher_walk,47,mixed_l41_other,3,5,0.0,0.0,0.0,0.0,8,0.3333333333333333,0.125,0.18181818181818182,0.15642624200758548,8,0.3333333333333333,0.125,0.18181818181818182,0.15642624200758548,8,0.3333333333333333,0.125,0.18181818181818182,0.15642624200758548,0.0,0.14285714285714285,5.071
cypher_walk,48,no_l41,1,5,1.0,0.2,0.33333333333333337,0.5,9,1.0,0.1111111111111111,0.19999999999999998,0.5,9,1.0,0.1111111111111111,0.19999999999999998,0.5,9,1.0,0.1111111111111111,0.19999999999999998,0.5,0.0,0.3333333333333333,2.872
cypher_walk,58,l41_only,3,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,8.324
cypher_walk,59,l41_only,1,5,1.0,0.2,0.33333333333333337,0.6309297535714575,7,1.0,0.14285714285714285,0.25,0.6309297535714575,7,1.0,0.14285714285714285,0.25,0.6309297535714575,7,1.0,0.14285714285714285,0.25,0.6309297535714575,0.0,0.5,7.279
cypher_walk,6,no_l41,1,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,9.241
cypher_walk,61,no_l41,2,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,3.073
cypher_walk,74,l41_only,2,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,3.307
cypher_walk,75,no_l41,2,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,3.177
cypher_walk,81,l41_only,4,5,0.25,0.2,0.22222222222222224,0.19519002499605084,7,0.25,0.14285714285714285,0.18181818181818182,0.19519002499605084,7,0.25,0.14285714285714285,0.18181818181818182,0.19519002499605084,7,0.25,0.14285714285714285,0.18181818181818182,0.19519002499605084,0.25,0.3333333333333333,5.137
cypher_walk,82,l41_only,2,5,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,9.482
cypher_walk,87,l41_only,1,5,0.0,0.0,0.0,0.0,7,1.0,0.14285714285714285,0.25,0.3562071871080222,7,1.0,0.14285714285714285,0.25,0.3562071871080222,7,1.0,0.14285714285714285,0.25,0.3562071871080222,0.0,0.16666666666666666,3.235
cypher_walk,90,l41_only,3,5,0.3333333333333333,0.2,0.25,0.2960819109658652,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2960819109658652,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2960819109658652,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2960819109658652,0.3333333333333333,0.5,9.319
cypher_walk,91,l41_only,2,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,3.29
cypher_walk,98,no_l41,2,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,5.262
