arm,stt,category,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,n_retrieved@10,recall@10,precision@10,f1@10,n_retrieved@12,recall@12,precision@12,f1@12,n_retrieved@20,recall@20,precision@20,f1@20,n_retrieved@30,recall@30,precision@30,f1@30,n_retrieved@all,recall@all,precision@all,f1@all,r_precision,mrr,ndcg@10,ndcg@all,elapsed_s
dense,146,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058
dense,147,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,23,1.0,0.043478260869565216,0.08333333333333333,23,1.0,0.043478260869565216,0.08333333333333333,1.0,1.0,1.0,1.0,0.077
dense,148,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,1.0,0.03333333333333333,0.06451612903225806,33,1.0,0.030303030303030304,0.05882352941176471,0.0,0.03333333333333333,0.0,0.20184908658209985,0.044
dense,149,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,25,1.0,0.04,0.07692307692307693,25,1.0,0.04,0.07692307692307693,0.0,0.5,0.6309297535714575,0.6309297535714575,0.079
dense,15,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147
dense,150,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
dense,151,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132
dense,152,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,21,1.0,0.047619047619047616,0.0909090909090909,21,1.0,0.047619047619047616,0.0909090909090909,0.0,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.261
dense,153,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,1.0,0.03333333333333333,0.06451612903225806,32,1.0,0.03125,0.06060606060606061,0.0,0.045454545454545456,0.0,0.22106472945750374,0.068
dense,154,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,0.0,0.07692307692307693,0.0,0.26264953503719357,0.177
dense,155,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,28,0.5,0.03571428571428571,0.06666666666666667,28,0.5,0.03571428571428571,0.06666666666666667,0.5,0.5,0.38685280723454163,0.38685280723454163,0.095
dense,156,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158
dense,157,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,19,1.0,0.05263157894736842,0.1,19,1.0,0.05263157894736842,0.1,19,1.0,0.05263157894736842,0.1,0.0,0.3333333333333333,0.5,0.5,0.168
dense,158,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,34,1.0,0.029411764705882353,0.05714285714285715,0.0,0.2,0.38685280723454163,0.38685280723454163,0.077
dense,159,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,25,1.0,0.04,0.07692307692307693,25,1.0,0.04,0.07692307692307693,0.0,0.09090909090909091,0.0,0.27894294565112987,0.229
dense,16,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.6666666666666666,0.1,0.1739130434782609,30,1.0,0.1,0.18181818181818182,30,1.0,0.1,0.18181818181818182,0.0,0.0625,0.0,0.3253910735961907,0.168
dense,160,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,31,1.0,0.03225806451612903,0.0625,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.046
dense,161,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052
dense,162,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,0.0,0.2,0.38685280723454163,0.38685280723454163,0.089
dense,163,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
dense,164,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,25,1.0,0.04,0.07692307692307693,25,1.0,0.04,0.07692307692307693,0.0,0.1111111111111111,0.3010299956639812,0.3010299956639812,0.105
dense,165,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,23,1.0,0.043478260869565216,0.08333333333333333,23,1.0,0.043478260869565216,0.08333333333333333,0.0,0.2,0.38685280723454163,0.38685280723454163,0.047
dense,166,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.095
dense,167,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,23,1.0,0.043478260869565216,0.08333333333333333,23,1.0,0.043478260869565216,0.08333333333333333,0.0,0.5,0.6309297535714575,0.6309297535714575,0.069
dense,168,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048
dense,169,in_corpus,7,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.2857142857142857,0.16666666666666666,0.2105263157894737,20,0.2857142857142857,0.1,0.14814814814814817,30,0.2857142857142857,0.06666666666666667,0.10810810810810811,35,0.2857142857142857,0.05714285714285714,0.09523809523809522,0.0,0.09090909090909091,0.0,0.1509568868954004,0.108
dense,17,ooc,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095
dense,171,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031
dense,172,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,27,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101
dense,173,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047
dense,174,in_corpus,6,5,0.0,0.0,0.0,10,0.3333333333333333,0.2,0.25,12,0.3333333333333333,0.16666666666666666,0.2222222222222222,20,0.3333333333333333,0.1,0.15384615384615383,28,0.3333333333333333,0.07142857142857142,0.11764705882352941,28,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.0,0.1111111111111111,0.17856411732486627,0.17856411732486627,0.059
dense,175,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,1.0,0.03333333333333333,0.06451612903225806,30,1.0,0.03333333333333333,0.06451612903225806,0.0,0.037037037037037035,0.0,0.20801459767650948,0.051
dense,176,in_corpus,3,5,0.3333333333333333,0.2,0.25,10,0.3333333333333333,0.1,0.15384615384615383,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,34,0.3333333333333333,0.029411764705882353,0.05405405405405406,0.3333333333333333,0.5,0.2960819109658652,0.2960819109658652,0.091
dense,177,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,28,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067
dense,178,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056
dense,179,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056
dense,18,mixed,8,5,0.125,0.2,0.15384615384615385,10,0.125,0.1,0.11111111111111112,12,0.125,0.08333333333333333,0.1,20,0.125,0.05,0.07142857142857144,30,0.125,0.03333333333333333,0.052631578947368425,33,0.125,0.030303030303030304,0.04878048780487805,0.125,0.2,0.09785159463516042,0.09785159463516042,0.24
dense,180,in_corpus,6,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069
dense,181,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.5,0.03333333333333333,0.0625,31,0.5,0.03225806451612903,0.06060606060606061,0.0,0.04,0.0,0.13044464550817447,0.051
dense,182,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,32,1.0,0.03125,0.06060606060606061,0.0,0.25,0.43067655807339306,0.43067655807339306,0.088
dense,183,in_corpus,5,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
dense,184,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147
dense,185,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
dense,186,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.5,0.05,0.09090909090909091,29,0.5,0.034482758620689655,0.06451612903225806,29,0.5,0.034482758620689655,0.06451612903225806,0.0,0.07692307692307693,0.0,0.16104282508920814,0.047
dense,187,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062
dense,188,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,21,1.0,0.047619047619047616,0.0909090909090909,21,1.0,0.047619047619047616,0.0909090909090909,0.0,0.5,0.6309297535714575,0.6309297535714575,0.098
dense,189,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
dense,19,unparseable,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,26,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
dense,190,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
dense,191,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,1.0,0.05,0.09523809523809523,21,1.0,0.047619047619047616,0.0909090909090909,21,1.0,0.047619047619047616,0.0909090909090909,0.0,0.07692307692307693,0.0,0.26264953503719357,0.048
dense,192,in_corpus,3,5,0.3333333333333333,0.2,0.25,10,0.3333333333333333,0.1,0.15384615384615383,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,28,0.3333333333333333,0.03571428571428571,0.06451612903225806,28,0.3333333333333333,0.03571428571428571,0.06451612903225806,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.054
dense,193,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104
dense,194,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064
dense,195,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,28,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052
dense,196,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,27,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
dense,197,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.5,0.05,0.09090909090909091,30,0.5,0.03333333333333333,0.0625,32,0.5,0.03125,0.058823529411764705,0.0,0.058823529411764705,0.0,0.14704034066641014,0.05
dense,198,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,32,1.0,0.03125,0.06060606060606061,0.0,0.3333333333333333,0.5,0.5,0.074
dense,199,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,30,0.5,0.03333333333333333,0.0625,31,0.5,0.03225806451612903,0.06060606060606061,0.5,1.0,0.6131471927654584,0.6131471927654584,0.104
dense,2,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,21,1.0,0.047619047619047616,0.0909090909090909,21,1.0,0.047619047619047616,0.0909090909090909,0.0,0.5,0.6309297535714575,0.6309297535714575,0.351
dense,20,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,1.0,0.2,0.33333333333333337,12,1.0,0.16666666666666666,0.2857142857142857,20,1.0,0.1,0.18181818181818182,20,1.0,0.1,0.18181818181818182,20,1.0,0.1,0.18181818181818182,0.5,1.0,0.7977228895450266,0.7977228895450266,0.144
dense,200,in_corpus,3,5,0.3333333333333333,0.2,0.25,10,0.3333333333333333,0.1,0.15384615384615383,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,34,0.3333333333333333,0.029411764705882353,0.05405405405405406,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.104
dense,201,unparseable,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,28,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
dense,202,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.5,0.03333333333333333,0.0625,38,0.5,0.02631578947368421,0.05,0.0,0.045454545454545456,0.0,0.13554521828632396,0.06
dense,21,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,24,1.0,0.041666666666666664,0.07999999999999999,24,1.0,0.041666666666666664,0.07999999999999999,1.0,1.0,1.0,1.0,0.242
dense,22,in_corpus,2,5,0.0,0.0,0.0,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,29,0.5,0.034482758620689655,0.06451612903225806,29,0.5,0.034482758620689655,0.06451612903225806,0.0,0.1111111111111111,0.18457569677956817,0.18457569677956817,0.124
dense,23,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,29,1.0,0.034482758620689655,0.06666666666666667,29,1.0,0.034482758620689655,0.06666666666666667,1.0,1.0,1.0,1.0,0.18
dense,24,ooc,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139
dense,25,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,18,1.0,0.05555555555555555,0.10526315789473684,18,1.0,0.05555555555555555,0.10526315789473684,18,1.0,0.05555555555555555,0.10526315789473684,0.0,0.2,0.38685280723454163,0.38685280723454163,0.052
dense,26,ooc,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301
dense,27,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,24,1.0,0.041666666666666664,0.07999999999999999,24,1.0,0.041666666666666664,0.07999999999999999,0.0,0.5,0.6309297535714575,0.6309297535714575,0.346
dense,28,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,23,1.0,0.043478260869565216,0.08333333333333333,23,1.0,0.043478260869565216,0.08333333333333333,0.0,0.09090909090909091,0.0,0.27894294565112987,0.076
dense,29,unparseable,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,22,0.5,0.045454545454545456,0.08333333333333334,22,0.5,0.045454545454545456,0.08333333333333334,0.5,0.5,0.38685280723454163,0.38685280723454163,0.372
dense,3,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,25,0.5,0.04,0.07407407407407407,25,0.5,0.04,0.07407407407407407,0.0,0.25,0.2640681225725909,0.2640681225725909,0.151
dense,30,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127
dense,31,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065
dense,32,unparseable,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211
dense,33,ooc,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064
dense,34,ooc,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,28,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
dense,35,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,22,1.0,0.045454545454545456,0.08695652173913045,22,1.0,0.045454545454545456,0.08695652173913045,0.0,0.3333333333333333,0.5,0.5,0.053
dense,36,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,27,1.0,0.037037037037037035,0.07142857142857142,27,1.0,0.037037037037037035,0.07142857142857142,0.0,0.5,0.6309297535714575,0.6309297535714575,0.261
dense,37,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.5,0.05,0.09090909090909091,30,0.5,0.03333333333333333,0.0625,30,0.5,0.03333333333333333,0.0625,0.0,0.058823529411764705,0.0,0.14704034066641014,0.306
dense,38,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,37,1.0,0.02702702702702703,0.052631578947368425,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.229
dense,39,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.3333333333333333,0.027777777777777776,0.05128205128205128,0.0,0.02857142857142857,0.0,0.09077089626867633,0.213
dense,4,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,1.0,0.16666666666666666,0.2857142857142857,20,1.0,0.1,0.18181818181818182,23,1.0,0.08695652173913043,0.16,23,1.0,0.08695652173913043,0.16,0.5,1.0,0.6131471927654584,0.778842958530688,0.063
dense,40,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355
dense,41,unparseable,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131
dense,42,mixed,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.5,0.03333333333333333,0.0625,34,0.5,0.029411764705882353,0.05555555555555555,0.0,0.03571428571428571,0.0,0.12621440746277704,0.065
dense,43,in_corpus,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.25,0.08333333333333333,0.125,20,0.25,0.05,0.08333333333333334,29,0.25,0.034482758620689655,0.0606060606060606,29,0.25,0.034482758620689655,0.0606060606060606,0.0,0.08333333333333333,0.0,0.10549558423511038,0.154
dense,44,in_corpus,3,5,0.6666666666666666,0.4,0.5,10,0.6666666666666666,0.2,0.30769230769230765,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,20,0.6666666666666666,0.1,0.1739130434782609,30,0.6666666666666666,0.06666666666666667,0.1212121212121212,32,0.6666666666666666,0.0625,0.11428571428571428,0.3333333333333333,1.0,0.6713860725233041,0.6713860725233041,0.067
dense,45,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194
dense,46,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072
dense,47,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,24,0.3333333333333333,0.041666666666666664,0.07407407407407407,24,0.3333333333333333,0.041666666666666664,0.07407407407407407,0.0,0.08333333333333333,0.0,0.12681701683239352,0.225
dense,48,unparseable,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,24,1.0,0.041666666666666664,0.07999999999999999,24,1.0,0.041666666666666664,0.07999999999999999,1.0,1.0,1.0,1.0,0.147
dense,49,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,27,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198
dense,5,unparseable,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159
